Symbol	28iALS_1	28iALS_2	29iALS_1	29iALS_2	30iALS_1	52iALS_1	52iALS_2	00iCTR_1	00iCTR_2	25iCTR_1_A	25iCTR_1_B	25iCTR_2	83iCTR_1	83iCTR_2
SCG2	0.0	145.0	209.58	198.06	195.68	0.0	0.0	0.0	143.92	171.37	189.7	174.3	108.58	106.58
NCAM1	27213.5	42072.6	17791.2	15700.9	15978.5	3233.58	1325.15	47007.4	43377.3	59307.0	58938.8	86879.5	26485.5	23885.6
VCAN	1425.44	1391.41	10889.8	7506.05	1448.78	8712.51	9878.58	1565.4	1698.73	3087.99	2751.88	3769.38	1856.16	1646.03
ATP1A3	8128.96	14990.4	3268.43	3935.19	4781.79	162.44	397.15	11568.5	12512.5	4820.28	5160.48	3693.48	2218.94	2359.26
EEF2	20727.2	33766.7	87500.0	95217.5	114873.0	85403.9	36668.2	74180.0	67573.0	131523.0	132366.0	215442.0	103302.0	94182.7
KRT10	9184.75	7819.73	5611.28	5328.24	5483.76	8688.68	5963.62	5736.72	4430.41	5147.96	5170.25	2008.37	1432.7	1497.94
PDIA4	10745.2	15767.2	47185.3	47629.1	44679.9	49170.0	27076.1	39422.1	32693.5	64428.4	64398.8	50293.2	23825.2	22831.4
P4HA1	1337.36	2847.59	24623.3	24491.7	9872.11	30058.2	14456.3	6906.19	5412.13	7817.79	8386.58	7382.08	3142.28	2640.29
TPT1	1268.19	2827.9	5632.17	5763.84	6083.92	5956.01	1830.71	5394.47	4657.31	8750.9	8725.84	10396.0	6302.77	5555.38
PLS3	697.24	1651.43	7444.29	6660.3	18281.7	10299.8	4702.01	3711.58	2879.6	5137.35	5078.41	4970.57	4132.0	3232.45
APEH	527.14	560.14	2213.13	1603.59	3458.72	2123.51	1092.18	2344.99	1869.21	5447.54	5772.13	7957.75	3584.73	3146.51
ETFA	1970.35	2861.73	11997.0	11572.5	8348.31	5743.31	2594.65	4109.86	2814.57	12134.2	12436.0	13996.2	8151.32	7862.89
GYS1	0.0	0.0	153.8	69.45	182.37	0.0	75.17	252.01	234.0	455.27	285.87	272.31	210.13	212.11
PRKAR2A	1547.51	2344.13	3507.7	4164.76	4337.8	3648.48	2356.26	4615.89	4347.75	5657.63	5680.3	6789.01	3820.8	3260.33
GTF2F2	0.0	0.0	90.6	0.0	0.0	0.0	0.0	0.0	37.32	141.74	142.41	141.16	105.01	100.73
CD59	711.53	1015.55	3208.04	2665.4	3573.46	2172.57	1022.32	1158.9	479.17	2333.08	2870.92	4133.73	1891.24	2284.71
MTHFD2	238.71	347.43	3129.49	3465.15	1225.62	1764.88	1319.06	1257.54	987.21	550.68	263.5	440.92	196.63	413.77
GFAP	7162.51	5962.83	176982.0	175293.0	529591.0	94629.4	41074.4	2318.09	2665.98	1620000.0	1650000.0	1720000.0	209784.0	184205.0
MIF	23687.2	53598.0	57731.5	47376.8	87415.2	60460.0	31199.3	54921.2	33694.4	49186.0	50652.5	17227.4	17628.4	18516.1
CD99	0.0	103.94	413.01	508.48	203.67	63.6	244.33	304.34	649.65	4600.76	4426.62	1817.43	531.26	433.24
PRKCSH	5909.14	9342.72	35744.2	38426.1	30963.2	33454.9	17132.9	23537.9	20900.6	49759.4	50813.0	44874.8	24693.9	19040.4
FDPS	2839.91	3004.52	3714.18	3549.51	5393.98	3392.05	2135.85	9175.16	8326.35	7480.95	7602.27	7733.71	5653.03	4991.29
COX7A2	1910.37	1966.58	12185.4	10967.9	11629.4	8011.92	394.21	5916.06	3698.5	17913.7	18104.5	16526.4	8565.71	11601.5
ATP1B2	0.0	0.0	0.0	222.99	77.32	279.5	0.0	0.0	0.0	328.05	311.51	57.49	75.08	24.6
NID1	0.0	228.76	1240.45	921.85	294.03	1080.82	477.38	328.75	330.39	351.29	203.46	199.25	198.05	199.32
AKR1A1	2540.63	3552.75	7646.4	6833.48	7813.09	7841.53	4924.8	7445.13	5460.91	13694.9	14237.7	15265.2	10766.3	9819.54
PKM	69053.2	111266.0	239731.0	242563.0	430683.0	181438.0	83393.0	183171.0	168771.0	438459.0	438535.0	510651.0	363953.0	288642.0
HSP90B1	84688.0	122649.0	262421.0	254018.0	220601.0	331928.0	199033.0	224700.0	164909.0	353867.0	353737.0	358086.0	141998.0	134457.0
MYL6B	822.05	1397.15	6899.72	6870.52	7183.17	7428.64	3500.69	2560.6	2274.83	4723.04	4608.85	6901.96	3571.53	3261.36
COX6B1	168.65	106.12	430.37	553.74	407.82	0.0	363.59	132.25	93.54	467.56	699.34	1450.71	897.02	931.43
HNRNPL	13035.6	22947.0	37511.6	36986.2	30623.6	17498.1	8699.9	43145.6	46299.5	56153.5	55946.0	63814.2	40457.1	36284.1
DARS	3720.4	6710.47	10901.8	12136.2	13255.3	7638.15	4196.81	7617.64	7430.21	22498.2	25903.9	29685.3	11383.1	10644.0
JUP	275.82	293.23	756.04	506.45	327.19	183.35	170.7	599.45	481.62	231.74	15.72	199.37	302.34	285.5
UQCRB	78.2	152.75	797.2	1472.64	529.44	249.91	57.65	482.82	526.76	2224.85	2185.69	2213.1	1007.38	770.33
GLUL	36.2	176.28	322.13	248.38	461.94	48.7	71.41	435.73	354.74	852.06	363.83	723.53	177.44	191.37
AKR1B1	1495.05	2055.42	1764.51	1587.68	3186.91	1951.56	888.28	3725.22	3534.98	3461.14	3849.86	2630.7	2214.54	2117.77
GSPT1	1482.3	1176.27	1550.72	1547.47	2304.59	1455.37	1653.24	1967.01	1670.22	1512.64	1874.53	1390.53	494.36	659.88
ARSA	0.0	208.6	633.69	1197.75	1712.43	1007.12	379.89	403.27	463.83	1716.69	1299.98	2692.52	927.5	1187.16
EZR	497.37	760.32	8050.78	7590.38	21652.5	6246.5	2536.07	4809.89	4437.57	52716.6	47325.3	68291.2	26305.0	23562.9
UCHL3	213.63	394.45	758.44	716.43	638.74	651.33	368.69	474.32	477.35	690.43	739.62	855.51	590.7	592.29
NME1	2355.43	3846.8	5930.27	4365.68	7579.74	5818.12	3824.14	3828.81	2704.75	11444.8	11895.3	6391.12	5758.67	5634.92
NQO1	0.0	0.0	196.61	0.0	249.46	0.0	0.0	0.0	0.0	309.77	189.74	216.28	179.07	158.89
GNS	5246.29	8084.32	22885.2	22803.6	23765.1	17234.2	9155.85	11391.3	8910.48	21493.6	21739.4	37682.2	19654.5	22453.2
PHKG2	0.0	0.0	181.23	210.25	133.62	120.56	89.01	264.0	143.89	249.84	206.02	256.77	244.8	235.68
ARSB	476.71	494.02	1781.81	1414.11	1555.96	1161.38	562.13	791.33	506.82	786.96	738.85	1319.33	1595.84	1393.86
RPS2	15211.2	18053.6	32934.8	32801.0	33718.8	37736.7	24665.8	24557.1	16119.7	47109.7	51477.4	43137.2	30985.8	31232.2
CHN1	0.0	0.0	215.62	266.75	377.43	143.41	0.0	318.61	293.03	328.54	209.05	378.04	416.38	489.23
RPA2	86.93	487.86	673.33	620.37	995.2	413.06	167.65	1068.67	889.07	1552.21	1689.04	1533.44	382.93	882.64
COX7C	1321.32	1600.47	3506.39	3138.82	3082.3	1694.47	1489.12	1577.34	844.99	747.99	525.15	2412.84	172.23	2131.77
CD44	408.33	228.66	3998.71	2869.4	7257.52	1263.33	748.22	471.63	224.84	10613.9	10484.8	6902.23	1126.82	1646.29
ITGB4	168.19	0.0	295.12	235.79	438.0	287.29	202.6	198.81	186.58	2983.32	2945.49	3047.89	821.54	842.97
CBR1	971.77	389.1	1237.46	1390.31	2863.06	1273.0	764.7	1372.36	857.14	4995.1	4905.49	3806.13	1678.71	1582.81
CREB1	0.0	82.82	109.12	195.7	173.57	136.65	74.71	186.36	182.83	324.33	341.38	262.85	167.86	136.18
GLB1	1463.41	2619.02	10991.8	8477.24	10143.7	8090.9	4098.23	2649.97	2197.44	10131.5	8844.75	12938.7	8170.97	10242.6
PPP3CB	156.73	200.18	361.82	399.0	155.18	143.15	136.61	487.97	130.79	174.42	157.83	220.52	515.13	201.0
HIST1H1B	120471.0	147028.0	174567.0	166510.0	134548.0	166008.0	112582.0	272177.0	211240.0	537299.0	541828.0	371116.0	332399.0	369734.0
HIST1H1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H1C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
POR	4908.14	7424.98	9314.42	8921.43	8953.12	6239.57	4321.0	7955.28	7150.86	9016.64	8856.41	9816.56	5874.52	6309.48
ATP2A2	3074.03	4634.88	12418.0	14335.4	10979.9	8630.51	4190.22	9519.51	8425.07	13076.7	13648.3	12846.0	8946.75	7386.96
CPE	389.07	721.05	358.75	363.0	428.76	231.05	154.13	718.38	577.7	672.01	723.91	822.44	581.22	560.81
STMN1	23413.0	41902.1	29185.4	23647.0	36791.8	18533.7	10800.2	101747.0	83316.1	67222.2	66149.1	74590.6	131615.0	98080.3
ZNF24	0.0	0.0	0.0	0.0	69.02	0.0	0.0	76.21	0.0	0.0	102.23	36.36	74.36	62.08
NAGA	526.72	837.94	3145.31	3493.93	4119.16	2393.1	1213.08	1462.16	1234.27	4469.38	4514.12	4934.82	2816.36	2728.41
HMGA1	3600.88	3654.54	3537.52	2867.08	4794.18	1072.87	252.0	5192.45	3583.49	5317.02	5452.12	1830.29	2059.53	1902.31
TMEM11	622.53	1673.18	2465.23	2352.21	1609.36	1448.06	765.97	2056.94	1663.66	1845.87	1577.49	2016.58	1130.2	941.41
GOT1	2566.98	6778.44	4799.61	4843.26	5942.27	7728.77	4700.91	5592.06	5299.87	4697.15	4739.85	5393.64	4039.09	4242.04
PRKCA	0.0	0.0	0.0	128.14	307.32	347.18	97.74	77.61	96.41	416.34	412.23	612.25	397.38	346.54
GJA1	34.88	33.97	722.6	686.15	889.39	584.45	410.73	0.0	0.0	500.98	535.25	125.71	293.82	263.08
SMPD1	0.0	273.52	543.65	477.61	482.31	335.92	214.39	243.71	177.9	407.19	346.8	244.22	368.55	446.05
UBTF	535.11	1202.33	3199.52	3327.17	2684.18	1269.07	904.18	3966.81	3598.83	5701.09	6062.83	6707.3	6488.25	5106.95
HOXB4	0.0	0.0	268.77	99.84	0.0	0.0	0.0	87.62	123.34	0.0	0.0	24.42	211.49	146.53
SYN1	480.41	547.04	272.8	216.92	375.78	0.0	0.0	512.17	514.42	297.09	282.47	337.16	329.64	254.63
PRKACA	0.0	0.0	338.41	343.38	110.73	0.0	217.73	0.0	0.0	0.0	134.4	594.65	368.42	335.53
CAPN2	925.3	1407.38	4262.1	4985.46	5335.68	4191.82	2580.37	3154.19	2710.65	4398.35	4319.17	6682.0	4915.21	4463.37
DES	24869.7	27827.7	49795.5	53432.6	3074.65	66664.1	58335.7	24599.5	10246.8	23323.8	24221.7	6554.3	2480.38	3114.95
GAP43	2848.41	3404.44	2583.36	2477.1	4691.32	376.03	223.73	3380.07	3165.72	10703.7	11259.2	3891.45	2017.61	1910.56
CTPS1	2042.18	2732.37	3478.08	3440.89	3401.0	2254.9	1381.1	6216.19	4525.06	3144.43	2995.81	3858.81	3076.75	2853.13
DDX5	7660.31	12226.3	24018.0	23527.2	19555.9	12567.8	6971.67	21618.7	18887.4	31985.5	33407.0	37936.2	30721.7	27250.0
PFKL	2428.67	2883.84	4238.87	4281.5	6295.63	5080.2	3207.8	4616.02	3756.02	8898.51	8909.65	8501.98	7260.35	7625.28
GM2A	901.83	979.89	1351.92	1279.67	2308.24	1398.97	1280.88	806.23	340.51	4008.79	3992.47	3874.32	3068.84	1171.91
LGALS3	0.0	0.0	1485.96	1329.77	1562.21	611.77	315.07	695.44	517.34	4158.43	4313.34	7261.32	803.17	560.0
IGFBP3	735.73	726.78	5101.98	4138.28	1839.18	3029.39	3574.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMC3	2511.51	3694.73	3474.88	5375.87	6476.41	4592.1	2054.01	5516.78	4405.76	8932.34	8648.16	12522.9	7937.97	7817.86
TCP1	13391.3	18682.7	32030.3	30773.1	34465.3	20450.9	12221.2	32000.0	29544.1	45637.8	44854.7	47073.5	33016.0	25364.0
PTPN1	2137.45	5249.0	11377.5	10560.0	8957.07	4300.32	2274.38	9457.29	8677.68	3504.11	3203.36	3382.88	3876.16	4134.96
RPL35A	4937.78	10946.2	25033.5	26745.9	24407.8	22958.1	5766.69	18829.5	12819.7	28902.7	28809.0	24330.6	16668.5	17477.5
ITGB5	0.0	0.0	408.28	372.63	276.55	452.36	161.58	67.04	0.0	194.91	204.76	121.52	117.97	87.17
ARF4	1053.1	2860.79	13000.8	12254.4	8405.8	11282.4	6361.23	1414.57	938.61	7700.14	977.2	6476.72	1429.97	3974.64
RPL7	6989.45	14289.6	47914.6	47299.2	40070.2	33027.1	15890.2	33702.3	31886.0	56457.1	58365.7	61651.2	27944.5	28353.7
VCL	8021.17	13390.4	67851.1	67419.5	106825.0	81726.6	38696.6	34690.1	30811.1	78920.4	80607.4	83097.4	39134.0	34639.5
SON	95.35	908.62	2089.57	1722.7	2129.53	1186.36	709.44	2037.61	2182.96	3150.86	3189.07	3347.89	1669.97	1430.63
RPL17	2062.05	2420.25	6817.66	6431.89	6250.54	4877.51	2870.95	4949.3	4891.38	7359.41	7284.12	7069.8	3910.05	3950.78
PGAM1	2762.17	4938.66	14384.9	13933.4	18300.8	9324.03	3203.7	10135.9	9504.99	29194.1	28848.3	45525.3	28521.4	23307.2
RCC1	216.37	535.57	1873.23	2701.01	1869.5	953.94	601.27	2535.48	2107.88	2603.15	2543.36	2345.74	1676.82	1317.88
LIG1	0.0	13.11	0.0	73.44	84.16	0.0	0.0	715.71	611.36	113.7	277.65	378.91	158.16	243.72
ATP5J	433.3	1032.93	3652.78	3250.74	2549.5	1701.81	232.59	3342.36	3025.26	3644.6	3447.92	8773.31	3806.31	3137.45
XRCC1	0.0	367.83	0.0	284.98	324.16	0.0	0.0	0.0	653.37	238.78	0.0	804.15	60.97	539.84
CDH2	1672.31	3803.35	10624.2	10350.3	9701.86	3076.34	1880.83	5928.6	5080.5	17094.1	16066.6	23307.5	11326.4	15282.5
GNAZ	36.76	51.14	26.34	31.01	30.69	0.0	0.0	97.3	66.26	70.46	62.84	67.39	50.69	26.29
PLCG1	189.72	629.96	1333.47	1196.98	1334.82	1282.81	208.16	1883.35	1576.37	2365.0	2471.68	3141.04	2673.31	1975.76
CD58	0.0	0.0	0.0	115.47	0.0	0.0	0.0	0.0	137.2	207.12	166.95	320.21	161.55	0.0
NCL	43294.6	61334.1	152889.0	157018.0	138866.0	107728.0	63793.4	155743.0	131327.0	279505.0	285450.0	306850.0	166619.0	153680.0
HK1	17711.5	24896.5	38512.6	36842.4	45464.3	15504.6	8343.49	31216.2	27879.8	46927.8	48251.8	52357.4	31945.4	28291.3
POLR2C	207.33	344.81	196.3	636.09	659.69	435.99	171.69	686.38	566.34	826.71	905.4	832.2	786.47	606.81
POLR2E	0.0	0.0	0.0	97.64	0.0	0.0	0.0	101.71	60.43	99.77	113.94	113.7	82.42	100.17
NDUFV2	495.88	752.76	1680.14	1694.27	1094.72	746.83	469.25	977.16	703.58	2528.81	2414.79	1384.17	1640.51	1521.9
EIF2AK2	1602.61	506.13	2149.41	2172.46	1681.58	1765.0	1168.88	1639.42	1462.23	4504.87	4498.11	5736.38	2589.12	2422.88
SRM	2130.75	3708.38	5273.53	4408.72	4873.58	7960.32	2788.52	6242.65	4292.26	4594.16	4656.16	6667.4	4166.59	4581.59
CSNK2A2	926.43	1230.26	1865.02	1679.96	2197.32	1709.77	928.89	2000.57	1655.9	2920.82	2757.69	3789.33	2490.52	2249.3
ATP2B1	863.75	1761.61	1473.51	1730.35	1346.78	969.32	396.03	1979.45	1384.27	1990.08	2035.1	2278.83	953.29	802.7
EIF2S2	454.21	548.56	1899.73	3191.55	1909.1	1652.94	975.06	2310.57	2506.05	3053.88	5213.01	3978.69	2356.36	1933.04
ANXA7	0.0	258.53	1511.97	1337.47	2113.22	1798.53	971.26	1419.22	1413.33	2747.59	2547.73	2622.16	1354.4	1119.03
BTF3	0.0	52.65	159.56	146.72	161.63	124.98	117.7	0.0	87.74	142.6	145.89	128.37	81.78	92.93
RAB3A	279.08	850.08	257.54	301.54	598.62	0.0	0.0	742.92	578.24	406.42	417.96	397.74	460.59	353.43
RAB3B	473.06	495.77	228.73	233.61	291.18	109.19	0.0	746.78	419.86	221.79	269.2	341.01	324.56	215.16
RAB4A	1019.12	1255.64	1326.31	1317.42	1559.52	993.35	218.03	1812.49	1682.53	1138.54	1266.67	1579.01	1035.31	1199.8
RAB5A	480.03	1072.57	2279.22	2212.85	2950.13	2232.64	682.96	1057.82	1663.06	3664.28	2846.41	2643.92	1397.88	1901.99
RAB6A	532.76	2122.01	7121.94	7105.43	5115.59	3560.97	1702.49	3078.47	2883.33	6420.8	6323.61	5321.93	3632.44	3538.33
MSH3	0.0	0.0	0.0	0.0	65.24	0.0	0.0	78.06	60.19	28.5	63.84	89.08	46.33	51.89
PSMB1	7648.16	8893.9	16718.2	16474.8	21974.4	15897.3	8752.57	18069.5	13626.2	26851.1	22996.3	28604.1	22499.0	19784.7
COX5A	1218.55	2877.04	7587.98	6977.21	5472.97	3752.34	1353.83	2817.35	3199.42	9402.77	7982.76	10210.9	4679.38	3897.7
LMNB1	51543.6	65002.6	91240.0	89408.7	78617.6	38536.6	24591.1	137367.0	125871.0	181972.0	182609.0	147127.0	124355.0	101882.0
HOXA5	17.39	0.0	0.0	0.0	0.0	0.0	0.0	46.19	46.93	0.0	0.0	0.0	0.0	0.0
CAST	0.0	0.0	172.89	184.3	188.09	241.18	0.0	0.0	98.48	23.85	322.36	237.39	165.49	78.5
COL5A1	366.81	1074.52	4381.99	4983.99	1668.24	5947.79	2794.4	3547.83	2273.62	1358.68	1164.94	1029.88	290.77	169.87
RASA1	0.0	86.9	0.0	0.0	0.0	0.0	0.0	74.09	0.0	66.8	60.14	0.0	119.86	124.73
PTMS	1543.59	2419.77	4300.12	3515.99	5911.34	2941.34	1439.79	4211.46	3702.65	10438.7	10595.8	5287.26	6095.14	5619.33
GSTM3	383.27	825.07	1634.97	1698.8	605.52	2299.04	960.54	2805.97	2505.38	2786.68	2788.16	3240.04	2536.91	2029.05
ATP6V1B2	7878.7	10065.2	8266.88	9106.92	12190.1	5104.67	3669.67	10239.5	9229.54	12889.5	12586.5	11621.7	9201.99	7385.52
ATP6V1C1	0.0	336.47	281.23	417.5	621.41	155.34	0.0	235.77	376.98	801.6	674.4	1118.49	675.0	255.25
CSRP1	0.0	29.67	2150.33	2195.36	2328.67	1550.15	404.97	596.46	840.63	853.1	1015.35	1279.18	463.98	479.13
FLNA	39777.0	57504.3	401531.0	386171.0	557247.0	479983.0	215451.0	165668.0	142038.0	401759.0	404704.0	454600.0	213918.0	196810.0
NF1	0.0	0.0	0.0	0.0	127.19	0.0	0.0	0.0	0.0	0.0	186.99	304.68	159.65	111.54
ACO1	91.54	231.71	630.55	633.98	816.15	853.91	593.02	811.9	598.4	1357.63	1436.76	1897.12	1476.22	1397.39
SYT1	1154.81	2278.13	1176.23	1016.88	1168.28	0.0	0.0	2282.89	1966.79	1195.53	1431.78	1489.88	1555.74	1878.29
MDK	0.0	51.2	171.07	147.63	56.46	128.84	98.02	72.98	94.22	25.31	24.15	52.31	52.88	20.95
VDAC1	14874.4	25129.5	60120.4	67448.9	51191.9	33549.4	15688.3	41946.4	33681.8	62779.6	61473.1	71580.8	47155.3	35208.9
BGN	1041.97	1307.61	2833.21	2451.14	864.84	2525.84	2888.19	1752.04	1318.51	345.15	357.03	335.99	27.86	0.0
SDHB	411.41	701.71	1530.33	1508.84	1396.11	923.88	171.82	1078.41	766.29	1835.28	965.14	1981.78	1435.9	1289.12
BCKDHB	0.0	0.0	216.66	211.26	304.0	261.01	0.0	307.36	263.01	425.6	385.73	388.35	356.67	245.62
COMT	155.53	273.85	2095.82	1609.55	1768.52	495.59	125.74	1330.91	1027.53	2935.99	2486.61	2243.06	1692.19	1547.0
TGM2	0.0	0.0	417.19	376.23	0.0	441.47	0.0	0.0	0.0	0.0	0.0	58.69	189.82	145.35
MUT	462.38	1237.78	2400.13	2310.75	2267.47	2186.66	476.77	2334.54	2300.19	3750.52	3748.31	4455.65	1899.32	2276.53
OSBP	0.0	64.91	1567.77	1004.78	1368.51	1012.64	550.42	1238.62	845.75	2046.35	1852.78	2646.55	1043.34	470.3
PCMT1	2148.73	3502.07	3168.6	2848.08	3861.94	2366.42	920.58	3690.64	2843.11	4828.26	4902.58	6279.28	5233.19	4556.43
FBL	577.32	552.72	4766.88	4358.67	2672.51	1786.09	987.59	2853.23	3004.42	4349.48	4556.72	5469.89	2771.2	2243.53
GART	1947.76	2499.07	1718.61	2356.37	3781.71	2209.23	1551.47	2549.49	2043.98	4551.42	3972.87	6715.33	3960.72	3239.06
TNXB	163.89	200.35	51.77	111.03	136.13	91.91	86.28	160.19	119.4	60.27	67.23	0.0	0.0	0.0
PAICS	5435.41	14264.9	15787.9	17166.7	29914.9	15149.8	9922.9	27275.2	23893.7	53282.8	53907.2	57646.4	46514.0	40006.7
IDS	98.62	141.14	174.11	124.9	166.4	114.75	51.9	0.0	0.0	113.38	107.34	163.7	150.14	207.1
SCP2	6282.96	8345.58	15136.9	14431.6	25519.3	11350.7	8847.31	17702.1	13376.6	55253.8	55691.6	59995.6	21248.7	17750.3
UBA1	22025.0	41189.7	35724.1	31796.9	93051.1	30540.6	13969.3	41948.7	34014.3	85924.7	85260.3	110216.0	112764.0	124208.0
NME2	282.54	409.28	4677.37	3659.92	3706.32	3814.49	1106.55	1917.12	1820.29	1869.33	650.54	11665.6	392.43	6998.02
FDXR	1694.32	2790.48	8896.25	8938.16	8985.94	1627.7	789.27	3176.7	3301.31	6322.04	6811.89	6822.64	3338.88	3043.21
HNRNPA2B1	100728.0	148346.0	236161.0	245713.0	188135.0	135030.0	77801.1	289351.0	172998.0	457426.0	463874.0	393461.0	300035.0	286435.0
CBL	0.0	70.71	60.15	34.99	73.29	52.61	0.0	0.0	69.81	105.76	99.39	160.34	86.83	104.49
PRKACB	351.53	662.0	332.45	396.64	383.9	259.07	85.05	605.07	213.59	514.38	417.96	684.63	430.2	654.8
UQCRC2	2227.31	2618.04	6243.52	5546.19	5047.3	2427.18	1384.59	4339.47	3261.23	6054.71	5886.12	7216.35	3514.64	3930.67
FBLN1	747.49	600.58	2111.79	1557.7	380.11	1688.01	1214.81	436.93	299.27	185.53	213.33	179.63	0.0	150.28
TCEA1	0.0	314.37	660.3	523.49	600.15	654.34	332.08	466.08	207.87	1125.72	1239.97	1618.62	1118.36	873.81
ITGA6	142.18	152.21	107.87	130.8	601.21	0.0	0.0	276.96	210.51	2512.35	2397.64	1641.73	689.12	708.02
SFPQ	11037.1	20261.2	47828.7	50698.0	40210.6	22503.5	10923.5	52088.2	47765.1	84919.6	87249.7	79171.0	52678.2	44247.7
PPIB	34039.4	56587.0	277761.0	290011.0	166217.0	282433.0	137715.0	119474.0	87744.4	224083.0	232195.0	200952.0	115281.0	92265.6
ME2	1366.66	2938.92	4148.24	4258.93	5031.62	2896.75	1634.21	4133.94	3327.76	6620.41	6936.01	9205.9	6263.84	6623.01
GLDC	432.14	590.17	537.34	450.1	1081.65	239.41	156.51	2207.63	1954.57	5182.05	3855.48	6257.98	3219.54	2909.61
WARS	1988.11	2395.93	12846.4	11031.7	6472.63	9908.15	5163.84	2238.97	2188.39	3608.85	3499.2	4346.26	2763.16	3592.59
RPS3	32732.6	48447.5	110176.0	105157.0	103033.0	99930.7	65514.3	84538.6	68538.6	140787.0	142939.0	161416.0	89264.7	84013.8
GCSH	309.72	421.23	1381.95	1540.9	1181.42	518.32	298.5	1325.75	357.73	1503.25	1121.04	1648.71	1485.66	1624.43
PTPRB	0.0	83.95	300.73	324.24	387.46	242.09	99.3	194.41	158.13	211.0	234.65	216.58	135.31	150.59
PTPRD	0.0	0.0	74.41	0.0	100.34	234.0	0.0	0.0	0.0	118.13	0.0	341.92	161.47	187.16
PTPRG	0.0	68.15	129.79	114.02	104.69	83.3	0.0	67.51	70.32	151.37	108.85	195.93	279.59	231.89
PTPRZ1	147.8	811.53	213.01	174.38	771.06	0.0	93.05	341.14	921.39	7459.35	6540.03	7501.61	2580.39	2551.35
NFYA	0.0	0.0	0.0	69.46	36.62	0.0	0.0	0.0	0.0	143.04	128.02	198.24	155.91	135.65
AHCY	5479.3	6945.32	11372.0	10257.1	15822.6	12629.7	7633.68	12515.9	10247.8	21669.6	22094.5	29145.3	17067.1	14377.2
CFL1	27974.6	44358.7	73733.4	68747.3	106256.0	62098.7	33570.9	84919.2	71393.2	157211.0	159842.0	193119.0	158623.0	148050.0
EIF4B	68.95	104.97	986.37	1076.4	1334.31	1055.77	250.85	878.43	892.26	2058.2	2101.71	1445.2	671.47	719.33
ATP2B4	158.22	106.06	511.65	644.37	914.51	487.87	195.69	1089.1	1146.03	2473.54	2093.8	4522.15	1727.82	1518.59
CPT2	51.22	277.47	1680.33	1551.29	1787.77	619.9	215.1	1521.44	730.76	3199.18	3363.34	2994.56	1784.1	1641.88
DTYMK	181.59	322.59	837.19	627.21	759.37	444.2	224.55	470.28	213.95	1564.65	1486.35	1677.68	1117.48	1191.82
RRM1	2642.67	3505.44	3269.21	2537.13	3822.97	3305.06	1854.67	5578.54	3234.93	3781.36	4071.07	3894.22	3119.3	3524.64
KDELR1	167.75	267.78	754.39	661.85	367.97	660.35	232.41	327.94	389.71	275.52	170.26	490.66	328.73	470.18
EDNRB	0.0	0.0	259.06	231.75	759.63	176.09	0.0	0.0	0.0	705.56	547.14	1041.89	262.0	475.56
EEF1B2	15831.4	24217.7	34862.5	34287.7	39859.3	32050.2	13575.5	31728.0	24605.5	35838.1	36590.3	44012.1	23948.7	22088.2
ATP5F1	7734.67	9323.3	18834.5	15605.4	10582.7	7329.5	5715.85	12742.6	10411.1	19814.0	19693.9	16838.5	9122.51	7579.7
IGFBP5	148.77	516.37	422.96	1260.81	217.81	302.01	21.23	42.15	61.56	2128.1	2289.53	2698.56	368.19	133.06
ACP1	3824.58	5631.45	4833.56	4847.56	8389.67	5551.25	2980.18	7305.23	5519.7	12465.4	12420.9	14810.9	7888.31	8844.59
ACAT1	1651.1	2429.69	5427.01	5887.79	5554.35	2546.51	945.51	3646.08	4009.1	7313.87	6820.0	6310.93	5152.07	4027.32
TNC	8901.65	19879.7	298771.0	267164.0	46512.5	98066.5	65433.4	9612.16	10083.5	23888.5	23946.5	28124.6	5613.27	6288.3
MYL9	0.0	151.72	172.17	170.76	226.03	322.77	155.86	100.15	74.42	132.36	0.0	0.0	121.74	0.0
POLR2A	1372.48	1450.55	1630.37	1512.09	1469.39	1290.82	963.74	2265.76	2193.86	2310.03	2197.5	2099.68	1429.04	1352.3
CDK2	0.0	0.0	284.81	250.1	649.0	341.81	0.0	1024.09	878.15	934.26	624.65	558.8	761.93	608.53
MCM3	1078.24	2032.89	2458.7	1979.06	3741.92	2169.02	1251.91	8495.05	8428.74	4260.58	4119.97	4414.76	4651.68	3863.77
NFYB	0.0	0.0	0.0	113.15	0.0	0.0	0.0	0.0	162.21	277.19	239.16	314.8	291.86	228.63
MPST	453.73	1719.23	2472.93	3390.06	4182.94	1628.23	877.97	1885.37	1439.41	3002.35	2763.9	5865.27	2355.4	2261.13
LAMA1	5605.3	10813.0	5716.52	4557.41	739.95	3021.83	2464.11	870.77	538.38	1400.03	1469.75	1549.1	599.39	654.57
RPS12	2521.02	4307.23	11490.1	10582.5	14221.1	10116.5	5648.26	10347.7	7736.09	14429.3	14914.2	20183.0	12996.6	7907.93
DNAJB1	290.63	602.56	623.98	664.58	1188.64	657.52	197.22	996.78	890.03	1378.17	1329.73	1289.06	751.15	744.09
