Symbol	28iALS_1	28iALS_2	29iALS_1	29iALS_2	30iALS_1	52iALS_1	52iALS_2	00iCTR_1	00iCTR_2	25iCTR_1_A	25iCTR_1_B	25iCTR_2	83iCTR_1	83iCTR_2
INPP4A	0.0	61.87	0.0	0.0	105.46	0.0	0.0	118.64	96.54	117.26	109.58	149.06	116.27	86.54
RBM14	4717.27	5552.08	10781.5	11533.1	8244.33	5359.23	4013.81	12040.3	11107.4	10856.3	10459.5	10032.8	5414.46	4946.29
NEDD4L	192.94	639.01	489.08	480.27	605.97	209.55	109.22	865.94	742.67	881.51	824.91	1383.11	1092.45	2047.93
QKI	1052.33	1139.71	4236.61	9487.74	7182.4	4122.5	1844.13	2388.43	7577.74	19524.3	19476.2	31029.0	13427.6	11744.6
FMNL2	0.0	0.0	0.0	0.0	0.0	93.59	0.0	93.68	0.0	191.15	236.97	224.45	76.32	101.97
SLC38A2	128.56	131.88	143.35	158.48	129.85	157.51	0.0	0.0	82.42	55.38	166.47	147.3	86.14	99.95
FYTTD1	0.0	199.86	148.94	381.18	360.0	240.13	80.96	240.64	434.46	322.25	539.53	178.58	191.65	232.58
MTMR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.33	78.36	0.0	48.1
VPS35	2154.83	2436.28	3310.05	3280.88	3777.05	2824.18	1830.48	2406.79	2361.85	5743.95	5646.18	6456.6	5149.43	4625.16
PURB	0.0	15.49	39.54	37.85	31.48	21.92	0.0	22.3	0.0	51.3	55.75	15.82	23.77	8.16
PANX1	111.09	146.44	175.65	126.5	76.09	52.2	53.72	133.28	126.13	90.02	78.52	168.86	231.81	221.15
SNX18	0.0	247.04	591.16	611.92	641.97	364.26	0.0	656.24	342.74	610.09	601.22	523.91	301.68	268.32
GFM1	677.98	1132.24	1352.28	1057.27	838.24	1168.56	783.45	1056.06	660.33	1262.39	1193.9	1333.77	670.73	612.1
ERGIC2	0.0	0.0	0.0	189.94	111.26	152.84	0.0	99.36	74.35	144.58	132.76	201.9	136.94	129.91
MCCC1	0.0	0.0	0.0	290.74	217.85	225.33	0.0	122.03	34.59	1078.65	624.38	895.77	367.6	380.24
NUDCD1	0.0	42.82	360.6	441.28	658.02	179.06	134.73	650.2	518.07	770.78	695.65	714.12	340.58	494.77
ERBIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.83	140.33	138.56	77.52	78.88
TP53RK	0.0	91.75	115.41	76.74	120.92	104.55	0.0	98.7	98.74	52.07	52.91	164.54	130.68	156.37
PIGS	0.0	0.0	0.0	18.36	0.0	0.0	0.0	0.0	0.0	0.0	24.84	26.37	0.0	35.05
RANBP9	0.0	0.0	175.6	191.3	0.0	0.0	0.0	0.0	140.76	142.42	173.34	135.37	84.35	109.37
MYADM	748.53	71.12	4710.23	3594.24	189.45	2739.56	1438.46	1695.26	1136.82	112.49	104.37	2595.07	1438.7	1212.02
PPP1R9B	0.0	261.6	579.13	619.95	344.27	265.44	165.81	313.64	371.54	727.97	750.42	764.46	604.27	486.9
SRPK1	0.0	209.53	173.89	171.93	150.01	168.11	192.62	196.87	150.14	187.45	187.56	193.34	151.53	157.19
STRBP	413.06	342.03	40.53	329.86	385.38	24.49	0.0	500.64	558.71	436.13	541.97	183.14	354.0	101.2
IWS1	0.0	0.0	0.0	67.07	46.18	0.0	0.0	135.34	59.64	112.97	98.1	168.02	44.14	89.08
SIN3A	0.0	0.0	147.84	127.47	38.26	108.38	0.0	307.53	300.52	401.14	303.54	389.08	307.19	255.87
OSBPL9	0.0	0.0	78.44	117.22	121.61	72.32	0.0	0.0	137.88	115.98	340.64	335.55	123.53	142.91
RSF1	0.0	0.0	94.92	189.04	144.21	0.0	0.0	0.0	53.18	479.06	391.72	602.82	561.88	226.24
RBM15	0.0	229.83	10.98	356.54	309.05	0.0	0.0	334.32	294.91	402.97	306.27	600.78	327.56	317.88
RUFY1	0.0	0.0	0.0	20.28	0.0	0.0	0.0	0.0	34.05	0.0	173.55	261.64	42.72	47.74
PNKP	52.51	42.55	110.61	153.22	68.39	54.45	45.76	68.84	146.01	208.53	72.25	27.08	64.64	37.22
MMS19	0.0	0.0	107.97	80.41	143.88	56.84	0.0	0.0	73.13	141.24	41.9	206.84	147.14	153.41
UHRF1	0.0	0.0	196.17	216.3	83.02	77.28	0.0	322.26	316.98	132.44	62.7	162.19	171.95	160.88
FAM129B	0.0	177.31	320.98	285.03	317.62	304.25	267.98	237.93	207.95	327.74	246.59	603.04	253.5	271.2
YME1L1	0.0	111.73	400.89	709.32	158.1	107.23	0.0	194.5	329.76	436.56	484.39	378.42	78.49	276.25
RMDN3	0.0	0.0	0.0	69.89	301.15	166.47	72.95	283.35	212.48	80.22	411.06	455.88	125.89	67.68
TBCB	4355.11	8365.31	6651.0	6495.73	11111.5	5657.86	3512.0	10108.8	9660.78	18226.3	18608.7	17683.5	14679.4	11822.5
PSMB7	1262.97	2822.24	7217.04	6974.69	9075.64	5824.61	3832.71	7596.65	7978.03	13084.7	13848.0	10390.7	6320.09	5159.96
CNN2	3033.2	4578.61	15840.0	15239.6	18405.1	46872.7	16094.7	8042.32	6808.03	5293.13	4817.95	3587.5	2822.42	3268.25
SEC62	108.95	240.49	2140.66	1935.86	1321.44	1629.09	651.74	1392.05	1485.63	1781.17	1756.85	1511.04	846.14	821.59
PCYT2	0.0	225.39	279.49	232.3	302.65	423.65	222.76	336.31	330.52	272.73	445.84	895.06	399.29	401.19
CDC5L	528.95	1631.33	4569.76	3929.33	3292.24	2384.72	1230.09	4348.18	3770.03	6270.29	5992.93	5954.16	4364.08	3899.66
PSMD1	1607.42	3403.3	7588.34	7893.15	8803.87	6100.0	2228.17	7156.77	6447.29	11864.2	11689.8	15609.0	10294.5	8246.2
SDF2	0.0	214.63	599.08	519.33	512.53	413.47	65.34	360.28	399.86	410.78	407.92	763.1	410.46	446.04
PFDN5	391.76	778.63	1158.31	1281.88	1927.91	1003.33	133.53	1717.61	1409.25	2741.04	2696.14	3647.83	2309.38	2130.36
RNF2	150.3	183.73	274.02	264.64	255.04	84.99	0.0	389.78	277.75	338.28	303.84	474.86	409.36	444.28
PARK7	12290.9	18429.8	27872.8	29305.5	42984.8	28725.2	16131.6	56743.2	49247.1	73789.6	74216.9	90598.1	56956.8	48931.9
SORT1	0.0	112.29	766.84	530.69	583.63	189.22	116.09	419.91	245.99	2750.11	2838.57	3430.68	942.81	1228.8
VAT1	10269.4	12395.6	19091.7	17919.5	20969.1	22657.5	13102.1	17270.5	13817.4	23765.2	23792.1	14456.5	12002.6	9002.94
LGMN	0.0	772.67	1795.56	1494.65	1343.28	1161.45	655.92	419.72	365.1	517.98	558.53	866.99	360.8	234.93
DNAJC2	0.0	25.29	30.56	39.58	38.31	27.76	0.0	47.25	48.69	44.91	51.73	49.58	0.0	6.58
MPHOSPH6	0.0	0.0	154.86	149.08	71.12	0.0	0.0	156.75	118.18	161.95	174.2	235.73	162.71	114.68
MPHOSPH8	0.0	0.0	0.0	100.01	0.0	0.0	0.0	0.0	82.92	102.38	99.18	166.41	106.6	83.72
NUP88	0.0	152.89	528.87	170.37	145.75	178.94	16.15	320.34	252.17	732.92	451.81	273.81	366.77	76.04
S100A13	153.86	148.05	515.61	302.4	337.98	350.91	154.61	195.57	102.3	245.64	228.13	442.32	212.07	178.73
TSNAX	318.51	564.89	788.27	708.23	949.95	623.64	420.39	928.76	872.08	1307.79	1161.37	1208.92	693.38	931.14
EIF3C	0.0	0.0	0.0	81.17	105.13	0.0	0.0	0.0	0.0	131.32	137.59	261.73	133.9	113.08
TTC1	429.23	484.08	528.69	205.55	214.05	667.9	444.03	582.44	342.22	628.41	673.05	744.29	398.6	544.61
DNAJC7	126.88	345.21	766.79	794.5	974.62	293.49	120.58	1096.04	1005.58	1170.06	1289.52	1340.0	771.32	866.14
C12ORF57	0.0	235.17	104.73	327.23	323.75	316.4	55.15	378.79	210.18	270.81	163.64	423.56	365.93	387.95
PHB2	5984.57	13243.1	47463.9	45382.1	31428.1	22687.6	9136.84	25773.3	22620.1	38721.6	39682.9	47621.5	23312.9	21137.4
COPS8	253.81	460.93	729.0	501.15	819.43	742.94	266.59	823.25	837.37	1463.49	1643.41	1593.44	1166.44	987.79
SDHC	0.0	0.0	204.54	143.58	0.0	0.0	326.7	0.0	0.0	187.17	0.0	0.0	0.0	123.87
EPYC	217.47	245.99	827.04	858.12	861.66	2408.28	1584.02	443.08	387.44	153.16	160.82	0.0	0.0	0.0
ATXN2	0.0	131.92	461.32	0.0	474.26	0.0	0.0	0.0	468.0	497.25	466.38	543.64	348.93	602.64
HSD17B10	6721.23	10633.0	25920.7	24953.1	17335.6	16845.5	7651.12	15582.1	11874.0	21615.1	21876.8	22291.6	8678.55	11081.4
COL12A1	2940.89	5021.47	40012.2	37203.3	5020.68	173208.0	73573.8	13096.5	11334.4	6399.52	6828.32	6436.11	681.46	1463.5
SEPT5	2442.81	2971.43	2067.39	1679.7	1383.56	1709.42	990.92	2318.0	1868.67	1305.37	1748.27	1530.31	1647.37	1579.62
SIGMAR1	236.95	299.53	1090.25	961.53	559.33	0.0	0.0	629.69	498.23	520.95	647.04	603.79	474.49	298.38
HNRNPAB	2225.15	2849.45	2583.07	2608.66	2074.62	2426.46	1852.02	1542.97	1213.3	2042.77	2150.98	2929.36	3304.29	3993.91
NAP1L4	2407.3	3711.69	4492.52	4089.11	8009.42	3425.71	3098.44	7490.38	6530.23	9918.4	10448.1	12873.2	9770.63	10226.8
MGST2	0.0	0.0	1360.85	1318.21	1814.71	281.56	106.88	90.89	191.67	1028.25	1076.23	1022.35	180.1	158.26
NAPG	947.76	790.58	397.61	615.51	646.42	331.79	312.35	360.83	261.31	635.89	471.09	825.61	453.98	632.29
TXN2	0.0	77.21	511.1	569.12	492.76	412.9	0.0	488.42	428.94	850.44	654.04	1435.54	872.83	489.68
MIPEP	136.04	130.01	311.38	328.67	232.65	233.33	115.18	225.21	201.72	400.19	356.22	378.8	149.75	170.72
ACO2	9887.42	11032.8	18458.4	19054.6	17362.2	8772.58	5606.63	15393.0	14607.7	39064.3	40575.6	47868.0	28136.6	23505.5
TM9SF2	489.91	310.05	2637.63	2233.03	1483.3	964.28	1010.64	1720.86	1059.2	1151.82	1244.62	2327.6	1246.93	1254.07
TSG101	159.91	372.09	701.81	935.7	1047.8	587.75	358.58	847.99	593.91	1813.23	1617.37	2097.99	1601.28	1590.03
CPNE1	2140.95	3050.47	5925.84	6585.46	8269.05	2666.65	1505.1	3254.3	2830.11	9276.08	7654.53	9044.38	4081.67	3262.9
CCT7	6503.35	11765.7	13233.8	17292.5	17601.4	11213.3	6624.26	16224.2	15525.3	20509.7	20766.4	26573.9	19212.7	17856.4
EBNA1BP2	275.91	255.2	1373.6	1581.56	442.84	496.62	281.53	1037.97	798.58	1062.27	1213.62	968.7	474.63	546.83
PRMT1	3812.88	5457.77	8990.76	9086.12	12229.9	6858.2	4027.66	11024.1	8658.81	13607.3	14078.5	19785.2	13014.1	11893.0
BAG1	0.0	0.0	96.96	99.58	75.51	0.0	0.0	84.1	69.71	115.97	130.62	172.01	129.7	103.62
AGPAT1	105.07	25.11	0.0	28.93	54.48	315.51	0.0	103.23	74.3	64.91	42.8	159.85	105.94	182.72
SH3GL1	0.0	58.08	1025.34	1284.97	1365.57	1114.13	114.84	1262.13	951.57	2668.93	2518.6	3111.66	1555.2	1360.91
VRK1	1185.77	480.43	903.69	807.15	944.87	288.52	354.09	1384.31	1000.67	792.7	744.71	465.94	417.38	566.84
GDF15	0.0	0.0	487.38	2219.43	131.08	0.0	124.16	0.0	0.0	0.0	220.51	78.49	44.84	79.97
DPYSL5	16593.7	40820.1	18963.7	15702.1	29910.2	4139.38	1941.92	39791.7	35379.4	45340.2	43239.0	40082.7	62428.0	51429.3
NIPSNAP1	7480.23	13898.7	20071.9	20656.3	16402.5	9407.06	3605.98	16616.7	15026.6	24010.1	20273.5	33556.3	18729.3	21868.4
NCAPG	0.0	0.0	122.47	85.89	51.86	135.48	0.0	210.32	189.35	117.36	116.84	120.76	152.99	156.68
ARPC5L	0.0	0.0	285.79	211.86	86.83	0.0	0.0	0.0	0.0	330.2	299.42	242.63	176.55	316.37
FAM118B	0.0	24.07	0.0	0.0	0.0	0.0	0.0	154.75	104.33	214.32	212.13	176.23	155.74	152.15
DDX50	106.26	106.12	160.68	127.31	96.87	110.67	76.77	92.86	70.59	72.19	72.27	136.25	92.34	179.24
ELAC2	0.0	136.8	0.0	202.59	116.04	0.0	0.0	0.0	114.27	94.06	364.08	405.41	287.95	339.92
GRWD1	258.2	354.8	625.96	621.09	644.37	415.21	0.0	440.07	350.6	646.16	687.83	855.09	579.23	644.87
MACROD1	0.0	109.35	335.79	336.26	299.37	105.23	79.86	365.14	361.63	647.81	635.38	746.6	286.15	330.6
TCF25	0.0	0.0	142.81	20.56	19.93	11.44	0.0	108.14	104.98	159.54	155.58	93.59	92.29	68.98
WDR77	57.17	99.15	68.82	85.13	119.5	58.61	0.0	151.15	147.81	171.31	199.89	157.7	86.35	85.65
C17ORF62	0.0	0.0	603.29	554.95	504.56	556.37	0.0	0.0	649.96	351.59	420.64	171.46	87.38	123.87
VKORC1	60.28	115.47	315.47	518.14	393.06	264.03	134.21	196.45	176.35	132.12	133.74	199.01	130.8	141.76
MRPL57	0.0	149.98	696.77	549.6	489.19	299.55	124.57	362.05	263.72	599.35	601.44	693.44	258.07	291.3
TUBA1C	2985.15	6653.69	2466.32	2745.22	6611.16	2381.66	1306.22	7376.36	6076.47	3951.55	2724.67	2349.98	1104.52	2978.52
APOL2	427.73	380.12	898.83	908.18	596.35	647.75	285.88	67.82	330.94	817.5	852.78	524.85	189.5	178.95
MYBBP1A	431.99	422.49	1192.45	928.19	626.38	751.42	577.94	575.57	428.72	668.18	610.89	688.4	436.9	702.26
NUDT12	0.0	0.0	76.36	0.0	123.86	0.0	0.0	0.0	0.0	220.42	209.28	240.86	142.63	138.25
AIF1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.06	130.68	114.73	92.57	60.59
CORO1B	440.32	908.83	2396.46	2047.68	2441.51	2350.47	1414.55	1466.93	1631.04	5277.01	5578.41	5487.42	2538.23	2253.73
TXNDC17	35.66	178.7	19093.2	20808.5	22125.3	18480.4	504.53	26443.1	18563.7	27028.2	27506.2	28139.3	24571.5	26899.3
MRPL45	0.0	396.94	519.09	477.86	489.22	334.89	204.73	483.28	339.14	436.44	409.36	515.53	259.66	311.92
C7ORF50	233.15	223.94	663.41	582.1	411.16	181.84	65.59	437.02	281.74	1094.88	1064.14	1193.41	1034.33	666.45
NUDT16L1	558.53	587.24	585.45	459.37	529.52	479.08	109.67	121.28	630.11	385.37	1369.7	2006.2	880.92	1274.75
REEP2	0.0	0.0	125.67	185.79	262.13	52.29	0.0	0.0	124.62	195.76	430.86	224.18	182.64	93.98
SDF4	0.0	57.67	578.81	692.86	479.14	908.35	484.67	618.38	525.39	587.51	599.67	570.79	253.77	296.19
PAAF1	0.0	0.0	0.0	0.0	112.97	0.0	0.0	308.2	266.17	0.0	0.0	393.46	260.8	231.55
PYM1	0.0	66.75	94.47	128.54	119.64	115.2	78.23	110.72	118.46	155.68	164.75	88.11	62.27	62.72
CHCHD6	0.0	0.0	172.34	141.61	135.73	70.97	0.0	169.01	71.2	222.93	202.95	191.29	127.45	88.07
ADPGK	0.0	62.19	338.21	342.43	241.38	348.16	100.06	316.94	244.91	237.65	217.91	278.3	106.54	91.21
MIEN1	0.0	0.0	154.56	158.54	160.74	139.35	0.0	63.18	106.49	434.1	299.13	440.62	517.02	376.27
PELO	0.0	2.99	7.47	77.44	0.0	0.0	9.56	0.0	55.16	67.21	44.84	88.12	17.14	19.93
FAM213A	2957.44	3929.39	4942.04	3905.94	5140.05	4146.35	3016.57	4383.87	3679.67	9689.15	9528.92	12161.4	3776.09	3501.64
ERP44	1531.99	2743.75	8140.18	9673.86	7013.86	6846.47	3258.07	4420.2	3993.16	7091.58	6926.86	9096.5	3785.74	3192.86
NTPCR	512.54	751.9	792.46	188.08	180.14	113.01	345.67	1083.91	805.18	1248.22	1277.44	1275.78	518.84	567.85
TACO1	0.0	0.0	306.11	256.88	368.97	0.0	0.0	129.81	115.17	308.16	321.55	130.64	240.36	189.61
TUBGCP2	50.3	60.31	0.0	85.56	85.12	79.78	49.46	144.67	76.76	106.35	135.36	272.03	226.57	149.91
ESYT1	810.51	458.23	4240.49	5232.05	2680.9	5181.99	3165.42	2051.39	1722.36	2417.27	2401.35	2854.33	2065.14	1807.1
YIPF4	421.27	402.07	876.61	750.43	602.33	584.32	529.91	653.17	448.86	753.38	692.95	922.21	478.79	290.66
CNPY3	0.0	0.0	75.23	176.36	0.0	192.84	0.0	241.5	84.8	300.99	396.27	377.22	0.0	0.0
HAUS8	0.0	0.0	0.0	34.16	0.0	0.0	0.0	0.0	0.0	43.14	37.08	82.86	75.24	75.01
NDFIP1	0.0	58.1	0.0	78.58	87.09	96.84	0.0	69.58	62.89	89.37	94.43	103.71	92.0	97.21
COPS4	2005.44	2892.8	5139.1	5135.71	6736.62	4628.95	3289.59	5215.91	4144.86	8904.97	8313.86	9227.82	5471.2	5125.28
SYT11	0.0	219.74	199.49	220.92	205.99	0.0	0.0	246.63	396.28	708.81	675.55	683.17	342.23	188.05
DIDO1	0.0	0.0	168.49	177.18	44.93	54.52	0.0	313.37	192.55	181.54	193.38	254.69	197.57	142.12
MTA3	0.0	237.21	244.8	341.27	257.85	182.9	188.02	356.53	280.98	223.72	321.2	339.89	237.98	227.49
RBM42	0.0	0.0	130.27	125.81	0.0	0.0	0.0	103.52	89.14	130.35	149.83	180.31	157.34	124.98
DCTN5	104.67	321.23	185.45	437.18	514.4	341.07	184.19	358.33	429.62	824.41	849.5	1191.68	730.85	598.56
MCMBP	34.6	60.22	47.91	0.0	60.96	0.0	0.0	103.51	124.18	66.67	117.44	57.63	47.09	39.01
AARSD1	0.0	530.73	339.43	363.99	407.45	463.34	422.29	0.0	44.99	247.8	306.33	311.83	173.97	310.04
ANP32E	977.89	1457.43	3158.66	2510.67	2103.51	1767.9	1102.88	4679.45	1245.84	9012.18	8510.25	6487.19	6216.24	5240.32
PI4K2A	175.76	110.64	171.87	214.42	141.78	146.53	124.82	110.82	56.16	109.57	123.53	90.56	185.32	196.43
TMEM43	3707.57	5359.66	18464.3	16439.3	12610.4	11776.9	5551.59	10421.2	6979.89	10488.6	12406.9	10374.6	7070.7	7257.56
FSD1	573.42	661.35	444.79	975.22	700.95	181.15	0.0	675.47	849.97	946.5	1845.98	1761.75	1261.98	761.26
TBCD	1059.88	1524.64	1804.99	1231.97	2428.88	1365.45	379.26	2822.94	1548.26	3720.3	3635.1	4119.91	2934.29	2840.16
LMF2	0.0	128.32	428.12	595.21	450.61	644.02	477.53	0.0	0.0	137.58	218.85	138.28	132.86	68.19
NDUFAF3	89.38	98.56	258.49	90.94	138.79	143.27	36.8	226.66	186.08	240.45	216.26	183.21	176.42	132.89
MMTAG2	0.0	0.0	19.43	17.04	11.79	12.9	6.45	0.0	10.82	15.9	15.47	3.77	0.0	6.03
TMEM70	0.0	0.0	40.54	42.32	28.12	24.33	0.0	22.21	40.74	32.71	29.84	27.25	27.95	9.59
TUBB6	1576.21	1267.8	5235.18	6152.78	5693.05	5922.84	2838.08	3920.31	3081.9	3379.73	3330.73	4089.77	2492.52	2194.43
PAXX	88.09	0.0	186.19	181.99	241.2	204.61	0.0	268.18	247.52	670.05	452.09	863.35	457.62	390.7
HNRNPUL1	1675.57	2405.32	7165.18	6906.39	7072.91	3592.0	1459.69	5857.22	5664.82	8279.81	9048.16	10529.4	7685.77	6989.77
MSTO1	0.0	0.0	0.0	90.42	0.0	0.0	53.46	285.96	186.12	168.43	218.39	160.42	116.97	104.79
PDCD10	456.85	552.52	964.46	787.42	1001.07	1041.64	741.41	1054.71	808.51	1109.16	1170.39	1298.91	689.89	688.21
G6PC3	0.0	0.0	89.58	80.73	180.28	0.0	0.0	0.0	0.0	227.9	270.18	436.45	321.84	321.38
DERL1	682.12	671.92	1131.24	838.1	478.15	664.69	658.07	328.93	272.67	142.22	267.43	494.63	368.99	693.29
DDX23	1752.52	3028.67	3073.91	3447.62	2766.02	2234.88	979.57	5527.32	5073.52	4635.68	4982.75	5461.83	3383.64	3262.38
APOO	726.91	610.81	1046.83	912.59	925.67	738.78	683.96	613.89	599.87	1010.35	948.87	1053.94	907.33	903.87
BDH2	0.0	589.61	0.0	0.0	0.0	0.0	111.53	253.64	274.08	1910.69	0.0	5099.36	0.0	604.65
ALG12	0.0	0.0	193.15	158.94	219.13	155.89	224.24	0.0	51.63	0.0	0.0	58.2	0.0	101.02
C1ORF50	0.0	0.0	33.35	35.15	109.79	0.0	0.0	0.0	0.0	98.01	121.97	139.22	97.14	56.47
WDR18	1391.4	1012.14	3716.74	3377.71	2584.29	2107.19	1118.85	2090.41	2368.28	3270.13	2967.16	3195.03	1952.81	1574.59
THUMPD3	0.0	217.69	239.64	236.36	244.79	224.34	168.99	196.06	167.87	234.2	223.7	288.88	0.0	241.24
MECR	0.0	0.0	439.2	297.0	0.0	0.0	0.0	0.0	0.0	303.89	237.31	421.36	124.86	61.36
EMC6	305.18	244.72	1291.4	1292.15	1087.09	888.17	837.01	776.76	375.46	1745.01	422.98	947.72	416.35	385.03
NTMT1	0.0	0.0	0.0	0.0	82.41	0.0	0.0	0.0	61.04	106.63	50.53	72.25	73.61	0.0
TUBB2B	21048.8	33570.6	22617.0	22551.6	47821.4	7209.15	2966.9	35736.7	32941.1	69809.3	70955.1	73751.2	74959.0	60226.6
TMEM109	681.87	925.63	7516.9	7356.46	4498.38	6439.97	3452.62	3744.41	3382.49	3688.58	3723.34	3208.07	1958.78	1802.79
PBDC1	639.57	1141.13	933.89	953.5	1280.66	983.48	648.74	1340.39	1000.26	1287.29	1399.89	1935.58	1212.32	1081.99
UTP14A	0.0	73.49	221.42	138.84	97.98	116.64	0.0	117.81	93.11	148.97	134.84	189.01	0.0	50.94
TMED9	754.22	1263.85	5791.75	6138.29	3753.93	4323.49	1940.9	1744.79	1014.26	2935.18	2817.2	2475.86	1175.67	1221.65
NUP58	97.81	241.35	356.97	322.92	248.82	178.66	149.62	454.95	424.48	295.66	280.08	436.45	297.43	406.96
DPCD	124.94	83.38	191.27	250.35	480.13	105.24	218.73	127.08	81.66	395.33	424.88	620.85	410.2	648.2
GNL3	553.6	622.9	1934.77	2190.79	1022.19	1258.94	875.42	1387.13	1114.54	1144.24	1053.05	1061.5	678.11	887.0
KIFC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.39	25.14	0.0	0.0	0.0	0.0	0.0
NUP85	820.22	910.16	1386.85	888.66	1049.12	917.05	720.59	1145.2	740.47	1115.26	1209.1	1077.94	644.67	766.79
TPPP3	301.29	387.18	218.29	347.46	694.51	622.21	585.34	726.07	604.69	2264.7	2151.72	2187.76	227.66	547.01
ELOVL1	0.0	0.0	0.0	67.71	0.0	62.56	63.11	63.96	64.64	54.25	34.02	109.49	45.72	70.21
HIGD2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFT27	586.95	468.62	447.54	377.85	497.97	445.15	247.42	129.05	478.03	635.33	668.33	1104.43	766.19	1154.29
ACAT2	5428.0	10819.2	9715.22	7062.3	12146.0	5682.64	4153.89	13180.5	9341.22	18921.3	17396.7	16854.8	13239.6	11967.6
RBM4	609.0	552.87	1369.34	1201.71	1442.78	153.29	69.55	1275.47	1359.0	863.07	898.05	1119.94	1068.31	865.5
SF3B5	0.0	88.42	205.66	96.37	104.7	71.84	121.53	196.02	220.15	242.79	120.51	412.28	85.18	69.55
SFXN3	828.27	2672.62	9663.76	9220.8	6456.73	4382.96	1987.72	2892.25	2638.64	5297.51	4671.43	5457.51	2173.96	2431.28
CHID1	522.92	705.13	1215.14	1085.07	1134.02	763.85	583.41	938.21	912.99	1450.92	1389.95	1721.12	963.32	1000.06
LSM14B	248.82	298.92	745.76	504.2	516.22	451.88	278.91	648.98	619.0	745.93	713.39	962.01	695.46	741.56
SORBS1	0.0	0.0	653.77	728.85	1168.85	619.25	85.25	165.5	129.45	2217.43	2013.44	1650.65	600.27	713.17
JAM3	0.0	0.0	0.0	122.01	0.0	0.0	0.0	122.92	143.32	196.09	215.27	147.26	90.7	85.62
HINT2	256.14	354.05	2062.33	1785.15	1343.79	1164.35	131.03	1775.4	1741.42	2846.35	2771.49	3320.04	1405.02	1283.58
STRA6	0.0	122.35	75.8	154.11	0.0	140.03	142.92	183.38	194.63	123.76	119.74	61.23	35.74	0.0
CECR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.38	0.0	26.92	0.0	0.0
C1QTNF6	0.0	0.0	0.0	0.0	201.84	0.0	0.0	0.0	52.97	141.07	139.46	0.0	0.0	0.0
NAA15	478.9	594.22	970.14	1718.21	1446.69	1262.62	471.72	1160.73	1231.38	1219.71	1184.34	1514.96	792.24	1337.63
FSD1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.04	0.0	0.0	114.63	79.96	100.17
SLC12A9	152.49	176.86	172.54	194.35	248.35	175.83	119.82	46.98	108.31	389.32	309.85	335.65	386.63	367.92
SRRT	803.97	1288.99	2514.74	2866.48	2515.37	1903.35	1008.03	3211.42	2878.98	4447.75	4499.92	3863.82	2569.96	2577.38
AP1M1	298.71	414.67	1547.24	1179.71	1047.81	922.59	433.58	1123.53	553.39	2698.85	2907.18	2486.4	1787.35	1549.37
GON7	0.0	0.0	104.77	92.59	88.09	103.43	0.0	113.14	98.36	188.73	150.94	246.79	131.97	107.3
OSBPL1A	0.0	0.0	104.59	0.0	0.0	0.0	0.0	105.53	86.23	169.98	126.24	167.8	131.66	152.5
HDHD5	0.0	125.78	0.0	246.25	179.94	159.24	0.0	221.28	298.28	376.87	426.13	666.78	330.56	429.92
MAK16	0.0	160.71	494.29	479.16	309.75	319.86	74.89	458.88	298.25	411.03	348.32	387.27	225.33	231.22
ITPA	0.0	0.0	125.66	141.36	133.31	99.43	0.0	118.6	92.03	193.01	161.67	204.83	113.6	96.1
CHMP4A	0.0	0.0	80.48	84.93	109.8	97.22	65.59	99.77	81.65	106.82	123.9	86.35	56.5	49.03
EIF2A	301.78	0.0	538.63	493.43	622.64	664.98	342.21	465.5	664.57	707.33	504.53	651.93	410.08	245.6
SEC11C	530.01	371.93	0.0	105.26	0.0	109.12	254.22	28.01	0.0	0.0	113.3	0.0	302.57	0.0
CADM1	1609.86	1623.12	1866.56	2081.73	1572.34	1424.95	1039.69	3085.33	2563.8	1685.41	1633.62	1427.21	1350.58	1467.62
POLDIP3	771.57	1006.32	1008.11	880.17	1017.53	774.95	388.62	1314.07	608.65	1365.54	1452.56	1655.22	1124.55	1230.5
MRPL20	0.0	0.0	854.1	823.74	0.0	0.0	0.0	0.0	367.84	732.05	0.0	285.43	0.0	0.0
MRPL13	122.01	162.94	700.05	613.49	346.49	291.4	120.68	383.86	323.79	716.68	762.55	1282.6	548.51	420.33
MRPL4	102.03	109.31	332.19	273.54	174.92	457.91	103.24	575.14	89.42	1084.35	1045.91	1255.27	675.06	574.22
NIFK	200.65	204.5	481.17	441.1	297.23	265.86	152.82	351.16	242.45	306.23	306.73	466.64	204.7	239.01
MRPS26	0.0	0.0	572.0	615.56	438.11	0.0	0.0	0.0	1046.43	473.89	420.2	943.38	416.87	425.56
NLN	556.67	434.43	1296.96	1432.55	1494.11	459.89	0.0	1133.63	889.77	2085.42	1946.42	2233.4	1657.42	1298.24
CEP41	0.0	0.0	0.0	33.04	50.56	18.27	0.0	0.0	122.78	169.23	161.2	232.02	170.13	141.32
